gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBucket,AvgMonthlySpend,NumAddonServices
0,0,1,0,40,1,2,1,0,0,2,0,2,0,2,1,0,76.45,3074.02,0,2,76.85,2
1,0,1,0,10,1,0,0,2,2,0,0,0,0,2,1,2,57.26,562.42,0,0,56.24,2
1,0,0,0,21,1,0,1,0,2,2,0,2,0,2,1,0,82.54,1720.29,0,1,81.92,3
1,0,0,0,4,1,2,1,0,0,2,0,2,0,2,0,3,82.46,337.28,0,0,84.32,2
0,1,0,0,8,1,0,1,2,2,2,0,0,0,0,0,2,81.69,640.99,1,0,80.12,3
0,0,1,0,0,0,1,2,1,1,1,1,1,1,0,1,1,30.31,14.99,1,0,14.99,0
0,0,1,0,35,1,2,1,0,2,2,2,2,2,0,1,1,94.06,3318.53,0,2,94.82,5
1,0,1,1,12,1,0,1,2,0,2,2,0,0,0,1,1,86.35,1032.16,0,0,86.01,3
1,0,0,0,40,1,0,2,1,1,1,1,1,1,0,1,0,18.0,727.18,0,2,18.18,0
0,0,0,0,29,1,0,2,1,1,1,1,1,1,0,0,0,18.0,512.84,0,2,17.68,0
0,0,0,0,42,1,0,0,0,0,2,0,2,2,0,1,0,62.47,2633.1,0,2,62.69,3
0,0,1,1,8,1,2,1,0,2,2,0,2,2,2,1,2,89.77,746.5,0,0,93.31,4
0,0,1,0,4,1,2,1,2,2,0,2,2,0,0,0,1,76.09,312.56,1,0,78.14,4
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,1,1,22.5,1617.62,0,3,22.47,0
0,0,1,0,30,0,1,2,1,1,1,1,1,1,2,1,0,23.05,717.71,0,2,23.92,0
1,0,1,1,43,1,2,1,2,0,2,0,0,0,0,1,1,83.65,3588.81,0,2,83.46,2
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,25.5,0.0,0,0,0.0,0
1,0,0,0,10,1,0,1,0,0,0,0,0,2,2,1,3,75.9,745.72,0,0,74.57,1
0,0,0,0,32,1,2,2,1,1,1,1,1,1,1,1,1,31.98,991.99,0,2,31.0,0
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,0,3,21.17,3.97,0,0,3.97,0
0,1,1,0,20,1,2,2,1,1,1,1,1,1,0,1,0,18.0,361.1,0,1,18.06,0
0,1,0,1,13,1,0,2,1,1,1,1,1,1,0,0,3,21.12,279.14,1,1,21.47,0
1,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,80.6,0.0,1,0,0.0,1
0,1,0,0,6,1,2,0,2,2,0,0,0,2,0,0,0,53.11,308.45,1,0,51.41,3
1,0,0,0,8,1,0,1,0,0,0,2,0,0,0,0,0,73.65,551.35,1,0,68.92,1
1,1,1,1,2,1,0,2,1,1,1,1,1,1,1,1,3,26.06,95.86,0,0,47.93,0
1,0,0,0,23,1,0,2,1,1,1,1,1,1,2,1,2,18.0,443.33,0,1,19.28,0
1,1,1,0,6,1,2,0,2,2,2,0,0,2,1,0,0,63.81,368.54,0,0,61.42,4
0,1,0,0,7,1,0,0,0,0,2,2,2,0,2,1,1,63.9,450.05,0,0,64.29,3
1,0,0,1,54,1,2,1,2,0,0,0,0,0,2,0,2,68.59,3686.27,0,3,68.26,1
1,1,1,1,15,1,0,1,0,0,0,2,2,2,1,0,2,84.94,1294.59,0,1,86.31,3
1,0,1,0,11,1,0,0,2,0,2,0,0,0,0,1,2,50.14,564.4,1,0,51.31,2
0,0,0,0,30,1,2,2,1,1,1,1,1,1,0,1,1,18.66,533.52,0,2,17.78,0
0,0,0,0,57,1,2,0,0,0,0,0,0,2,2,0,0,51.18,2897.78,0,3,50.84,1
0,0,1,0,0,1,0,1,0,2,2,0,0,2,2,0,1,90.3,0.0,1,0,0.0,3
0,0,0,0,14,1,0,0,2,0,0,0,0,2,0,0,0,56.56,819.53,1,1,58.54,2
1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,0,3,18.0,388.42,0,1,17.66,0
1,1,1,0,9,1,0,1,0,0,2,2,0,0,2,0,1,85.99,800.06,0,0,88.9,2
0,0,1,0,35,1,0,1,2,0,2,0,2,0,0,0,2,88.08,3089.02,1,2,88.26,3
1,0,1,0,72,1,2,1,2,2,0,0,0,2,0,1,3,75.29,5404.23,0,3,75.06,3
1,1,1,1,68,1,0,0,0,2,0,2,0,0,2,0,3,59.19,4016.56,0,3,59.07,2
1,1,0,0,7,0,1,2,1,1,1,1,1,1,0,1,2,20.32,154.89,0,0,22.13,0
0,1,1,1,6,1,2,2,1,1,1,1,1,1,1,1,3,19.84,135.86,0,0,22.64,0
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,1,2,25.95,1887.03,0,3,26.21,0
1,1,1,0,14,1,0,0,0,0,0,0,0,0,0,1,2,43.98,620.0,0,1,44.29,0
0,0,0,1,5,1,0,0,0,0,0,2,2,2,0,1,2,64.47,331.27,0,0,66.25,3
0,0,0,0,29,1,0,1,0,0,0,2,2,0,0,1,1,86.39,2550.44,1,2,87.95,2
0,0,1,0,8,1,0,0,0,0,2,0,0,2,0,1,2,55.31,490.62,1,0,61.33,2
0,0,1,0,7,0,1,2,1,1,1,1,1,1,2,1,3,22.24,156.63,0,0,22.38,0
0,0,1,1,50,1,2,1,0,0,0,2,2,2,0,1,2,88.47,4388.14,0,3,87.76,3
1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,52.31,211.83,1,0,52.96,1
0,0,1,1,1,0,1,0,2,0,0,2,0,0,0,0,0,59.45,61.77,1,0,61.77,2
1,0,1,1,7,1,2,2,1,1,1,1,1,1,0,0,1,18.0,100.75,1,0,14.39,0
1,0,1,1,22,1,0,2,1,1,1,1,1,1,0,1,1,18.0,398.49,0,1,18.11,0
0,0,0,1,3,1,2,0,0,0,2,2,2,0,1,0,2,53.7,140.2,0,0,46.73,3
1,0,1,0,15,1,0,0,0,0,0,0,2,2,0,1,2,63.43,958.99,0,1,63.93,2
1,0,0,0,23,1,0,1,2,0,0,2,0,0,0,1,2,71.62,1659.16,0,1,72.14,2
1,0,0,0,45,1,2,0,2,0,2,0,0,2,0,0,1,66.6,3007.54,0,2,66.83,3
0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,0,22.36,153.94,0,0,25.66,0
0,1,1,1,40,1,0,1,0,2,0,0,2,0,0,0,2,75.62,3034.19,0,2,75.85,2
1,0,1,0,6,1,0,2,1,1,1,1,1,1,1,0,2,18.0,123.77,0,0,20.63,0
0,0,1,1,27,1,0,2,1,1,1,1,1,1,1,1,3,19.81,560.71,0,2,20.77,0
0,0,0,0,13,1,0,1,0,2,2,0,2,0,1,0,2,83.88,1081.6,1,1,83.2,3
0,0,1,0,2,1,2,1,2,0,2,0,0,0,0,0,1,81.98,161.08,0,0,80.54,2
0,1,0,1,30,1,2,2,1,1,1,1,1,1,2,0,0,18.0,532.89,0,2,17.76,0
1,0,0,0,5,1,0,1,0,0,2,0,0,0,1,0,0,74.06,355.39,0,0,71.08,1
1,0,1,1,4,1,2,0,0,2,2,2,2,0,2,1,3,60.62,236.51,0,0,59.13,4
0,0,0,0,10,1,0,1,0,2,2,0,0,2,0,1,2,91.38,930.5,1,0,93.05,3
0,0,1,1,25,1,0,1,0,0,0,0,2,2,1,1,0,82.05,2065.79,1,2,82.63,2
1,0,1,0,6,1,0,2,1,1,1,1,1,1,2,1,0,18.0,74.11,0,0,12.35,0
1,0,1,1,4,1,2,1,0,2,0,0,2,0,0,1,3,87.11,382.75,1,0,95.69,2
0,0,1,0,0,1,0,0,2,0,2,0,2,0,0,1,3,57.82,16.94,0,0,16.94,3
1,0,0,0,15,1,2,0,0,0,0,2,0,0,1,0,1,49.48,746.75,0,1,49.78,1
0,0,1,0,13,0,1,2,1,1,1,1,1,1,0,0,2,21.35,249.93,0,1,19.23,0
0,1,1,0,6,1,0,2,1,1,1,1,1,1,1,0,3,24.55,123.59,0,0,20.6,0
1,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,3,75.06,105.12,1,0,105.12,1
1,0,0,0,13,1,2,0,2,2,2,0,2,2,0,1,0,77.1,1022.39,1,1,78.65,5
0,0,1,1,37,1,0,0,0,2,2,2,2,0,1,0,2,62.99,2353.2,0,2,63.6,4
0,0,0,1,30,1,0,1,0,0,0,2,2,2,0,1,0,80.1,2400.35,0,2,80.01,3
1,0,0,0,47,1,2,2,1,1,1,1,1,1,2,0,2,27.96,1340.25,0,2,28.52,0
0,0,1,0,0,0,1,2,1,1,1,1,1,1,2,0,2,18.43,0.0,0,0,0.0,0
1,1,1,0,72,1,0,2,1,1,1,1,1,1,1,1,0,22.97,1629.17,0,3,22.63,0
0,1,1,1,10,1,0,1,2,2,0,0,0,0,2,0,0,83.84,858.57,0,0,85.86,2
1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,1,30.41,2171.17,0,3,30.16,0
1,0,0,1,6,1,0,0,2,0,2,2,2,2,0,0,3,68.51,410.26,0,0,68.38,5
1,0,0,0,15,1,0,0,2,0,0,0,2,0,2,1,3,57.64,829.1,0,1,55.27,2
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,0,18.0,123.11,1,0,12.31,0
0,0,1,1,10,1,0,0,0,0,2,2,2,2,0,0,2,62.59,605.47,1,0,60.55,4
1,0,1,0,44,1,2,1,2,2,0,0,0,0,1,0,2,76.21,3345.66,0,2,76.04,2
0,0,1,1,32,1,2,1,0,2,0,0,0,2,1,0,2,84.23,2676.86,0,2,83.65,2
1,0,0,0,72,1,2,0,2,0,0,0,0,2,0,1,2,59.6,4303.61,1,3,59.77,2
1,0,0,0,22,1,2,0,2,0,0,0,2,0,0,0,2,56.84,1270.7,1,1,57.76,2
0,1,1,0,14,1,0,0,2,0,0,0,2,0,1,0,1,51.12,727.88,0,1,51.99,2
0,0,0,0,2,1,2,1,0,0,0,0,0,2,0,0,1,71.75,120.37,1,0,60.18,1
1,0,1,1,72,1,0,0,0,2,0,0,0,0,2,0,1,46.49,3357.77,0,3,46.64,1
0,0,1,0,19,1,0,1,2,0,2,0,0,0,1,0,1,81.78,1529.26,0,1,80.49,2
0,0,1,0,28,1,2,1,2,2,0,0,2,2,0,0,3,82.09,2335.79,1,2,83.42,4
1,0,1,0,12,0,1,0,0,0,2,0,2,2,0,1,2,58.02,697.22,1,0,58.1,3
1,0,1,1,19,1,0,0,0,2,0,0,0,0,1,1,3,43.3,805.58,0,1,42.4,1
0,1,1,0,68,1,2,1,0,2,2,0,2,0,0,1,1,87.53,5953.1,0,3,87.55,3
1,0,1,0,4,1,0,0,0,0,2,0,2,0,0,0,3,50.04,203.52,1,0,50.88,2
1,1,1,0,8,1,0,1,0,2,2,0,0,0,0,0,3,89.79,732.47,1,0,91.56,2
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,25.23,37.93,1,0,12.64,0
1,0,1,0,37,1,0,0,0,0,0,0,2,0,0,1,3,49.55,1819.43,0,2,49.17,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,22.07,31.7,1,0,31.7,0
0,0,1,0,2,1,0,1,2,0,0,0,0,2,2,1,3,82.34,180.26,0,0,90.13,2
0,0,1,1,8,0,1,1,0,2,0,2,2,0,1,1,1,80.2,707.01,0,0,88.38,3
1,0,1,0,17,1,0,2,1,1,1,1,1,1,2,1,2,26.19,472.8,0,1,27.81,0
1,0,1,0,12,1,0,1,2,0,0,2,2,0,0,0,1,84.52,1000.47,0,0,83.37,3
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,41.16,76.65,1,0,76.65,0
0,1,1,0,72,1,0,0,0,2,2,2,0,2,1,1,1,67.71,4886.72,0,3,67.87,4
0,1,0,0,72,1,0,2,1,1,1,1,1,1,1,1,3,18.0,1323.33,0,3,18.38,0
0,0,0,1,7,1,0,0,2,2,0,0,0,0,1,0,0,58.28,417.3,0,0,59.61,2
1,0,0,0,31,1,2,1,2,0,0,0,2,2,1,0,2,86.72,2717.06,0,2,87.65,3
0,0,0,0,20,1,0,1,0,0,2,0,2,0,1,1,0,76.75,1556.66,0,1,77.83,2
0,0,0,0,6,1,2,0,0,2,2,0,0,0,0,0,1,59.78,369.73,1,0,61.62,2
1,0,1,0,7,1,2,2,1,1,1,1,1,1,1,1,2,23.53,155.94,0,0,22.28,0
0,0,0,0,16,1,0,1,2,2,2,2,0,2,1,1,2,93.39,1485.41,1,1,92.84,5
1,0,1,1,13,1,2,1,0,2,0,0,2,2,2,1,2,87.7,1121.1,0,1,86.24,3
0,0,1,0,8,1,0,1,2,2,2,2,2,2,1,1,2,93.34,745.23,0,0,93.15,6
0,1,1,0,39,1,0,0,2,0,0,0,0,0,1,0,2,52.46,2068.08,0,2,53.03,1
0,0,0,0,15,1,0,1,0,2,0,2,2,0,0,0,0,77.71,1177.27,1,1,78.48,3
1,0,0,0,25,1,2,2,1,1,1,1,1,1,2,0,2,20.64,500.5,0,2,20.02,0
1,0,1,1,5,1,2,1,0,0,2,0,2,2,2,1,0,88.45,461.61,0,0,92.32,3
0,1,0,1,18,1,0,2,1,1,1,1,1,1,2,1,1,21.69,366.9,0,1,20.38,0
1,0,1,0,9,1,0,0,0,0,0,2,2,0,1,1,0,62.77,571.58,0,0,63.51,2
1,0,1,0,17,1,2,2,1,1,1,1,1,1,0,1,2,18.0,333.9,1,1,19.64,0
1,0,1,0,36,1,2,1,0,0,0,0,0,2,1,1,0,77.04,2749.92,0,2,76.39,1
1,0,1,0,35,1,2,2,1,1,1,1,1,1,1,1,3,18.0,633.41,0,2,18.1,0
1,0,1,0,10,1,2,0,0,2,2,2,0,0,2,0,3,57.44,560.43,0,0,56.04,3
1,0,0,0,28,1,0,1,0,0,0,0,0,0,0,0,2,68.49,1950.29,0,2,69.65,0
0,0,0,1,68,0,1,2,1,1,1,1,1,1,1,1,1,27.84,1938.11,0,3,28.5,0
0,0,1,0,23,1,0,1,0,2,2,0,0,2,0,1,0,84.88,1963.35,0,1,85.36,3
1,0,0,0,3,1,0,0,0,0,0,0,0,2,2,1,2,54.57,181.27,0,0,60.42,1
0,1,0,1,27,1,2,0,0,0,0,0,2,2,0,1,3,50.48,1390.29,0,2,51.49,2
0,0,0,0,2,1,0,1,0,2,2,0,0,2,1,1,2,83.34,181.98,1,0,90.99,3
0,0,0,0,49,1,0,2,1,1,1,1,1,1,0,1,1,18.0,865.53,1,3,17.66,0
0,0,1,0,17,1,2,1,2,2,0,0,2,2,0,0,1,85.03,1436.61,1,1,84.51,4
1,0,0,1,11,1,2,1,0,0,0,0,0,0,1,0,2,65.37,710.03,0,0,64.55,0
0,0,0,0,1,0,1,2,1,1,1,1,1,1,0,1,3,18.0,0.0,0,0,0.0,0
0,0,1,1,11,1,2,1,0,2,2,0,0,2,1,0,0,95.21,1066.87,0,0,96.99,3
1,0,1,1,56,1,0,1,2,0,0,2,2,0,2,1,3,84.71,4718.73,0,3,84.26,3
1,0,0,0,0,1,0,0,0,0,0,2,0,2,2,0,2,48.24,16.57,0,0,16.57,2
0,0,1,0,15,1,2,1,2,2,2,0,0,0,0,1,0,82.38,1221.16,1,1,81.41,3
0,0,0,0,64,1,2,1,0,0,0,2,2,2,2,1,2,90.08,5760.67,0,3,90.01,3
0,1,1,0,12,0,1,0,2,0,0,0,0,2,0,1,0,51.49,629.04,0,0,52.42,2
0,0,0,0,13,1,0,1,2,0,2,2,0,0,2,1,3,92.44,1232.27,1,1,94.79,3
0,0,1,0,20,0,1,0,2,0,0,0,2,0,2,1,0,60.15,1220.39,0,1,61.02,2
0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,0,49.03,684.06,0,1,48.86,1
1,0,0,0,4,1,0,1,0,2,2,0,0,0,0,0,3,76.72,306.2,0,0,76.55,2
0,0,1,0,0,1,2,1,2,0,2,2,0,0,0,1,0,80.25,0.0,1,0,0.0,3
0,0,0,0,22,1,0,0,0,0,0,2,2,0,2,1,3,55.96,1243.85,0,1,56.54,2
1,1,1,1,60,1,0,0,0,0,0,0,0,2,0,0,2,52.07,3122.56,1,3,52.04,1
1,0,1,0,2,1,2,1,0,2,2,0,0,0,1,0,2,86.7,154.79,1,0,77.4,2
1,0,1,0,5,1,0,0,0,0,0,0,2,0,1,0,2,51.78,274.46,0,0,54.89,1
1,0,0,0,11,1,0,1,2,0,2,0,0,0,2,1,2,78.24,889.03,0,0,80.82,2
0,1,1,0,39,1,2,2,1,1,1,1,1,1,2,0,0,26.87,1044.36,0,2,26.78,0
0,0,1,1,7,1,2,1,2,0,0,0,2,0,0,0,3,84.1,577.45,0,0,82.49,2
0,0,1,0,51,1,2,0,0,0,2,0,2,0,1,1,2,51.56,2618.0,0,3,51.33,2
0,0,0,0,1,1,2,0,0,2,2,0,0,0,2,1,1,54.58,62.61,0,0,62.61,2
0,0,0,1,67,1,2,0,2,0,0,2,0,2,2,0,0,63.3,4217.25,0,3,62.94,3
0,0,1,0,19,1,0,0,0,2,0,2,2,2,0,0,3,66.52,1265.39,0,1,66.6,4
1,0,1,0,25,1,2,0,0,0,0,2,0,0,0,1,2,44.96,1115.88,1,2,44.64,1
0,0,0,0,11,0,1,0,0,2,0,0,0,2,0,0,2,55.88,624.79,0,0,56.8,2
1,1,1,0,36,1,2,2,1,1,1,1,1,1,0,1,3,18.0,659.64,0,2,18.32,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,1,20.32,58.83,0,0,14.71,0
0,1,0,0,1,1,2,1,0,0,2,0,0,2,0,1,2,73.5,86.85,1,0,86.85,2
1,0,0,0,12,1,2,0,0,0,0,2,0,0,1,0,3,45.55,555.76,0,0,46.31,1
0,0,1,0,46,1,0,2,1,1,1,1,1,1,0,1,1,30.49,1398.73,1,2,30.41,0
1,0,0,0,33,1,0,0,0,2,2,2,2,2,1,1,0,67.87,2231.1,0,2,67.61,5
0,0,0,0,17,0,1,0,2,2,2,0,0,2,0,1,3,70.57,1191.2,0,1,70.07,4
1,0,0,0,20,0,1,0,0,2,2,2,0,0,2,1,0,59.37,1183.98,0,1,59.2,3
0,0,1,0,3,1,2,1,0,0,2,0,0,0,2,0,1,68.99,188.34,0,0,62.78,1
0,0,1,0,44,1,2,1,2,2,0,0,0,0,1,1,0,74.6,3268.71,0,2,74.29,2
0,0,1,0,37,1,0,0,2,0,2,2,0,0,2,0,1,56.04,2077.57,0,2,56.15,3
0,0,0,0,25,1,2,0,2,2,0,0,0,0,0,0,3,65.73,1631.82,0,2,65.27,2
0,0,0,1,15,1,2,2,1,1,1,1,1,1,2,1,1,18.84,300.16,0,1,20.01,0
1,1,1,1,72,1,0,1,0,0,0,2,0,2,0,0,1,80.91,5822.89,1,3,80.87,2
1,0,1,1,50,1,2,0,0,0,0,0,0,0,0,1,3,48.41,2411.0,0,3,48.22,0
1,0,1,1,24,1,0,1,2,0,2,0,0,0,0,1,0,82.52,1987.11,0,1,82.8,2
0,0,0,0,11,1,2,0,2,2,0,0,0,2,1,0,0,64.32,699.4,0,0,63.58,3
1,0,0,1,23,1,0,1,0,0,0,0,2,0,0,0,0,72.37,1648.92,1,1,71.69,1
0,0,1,0,20,1,0,0,2,0,0,0,2,2,1,1,1,54.08,1074.84,0,1,53.74,3
0,0,1,1,12,1,0,1,2,0,0,0,2,0,0,1,2,75.28,862.51,0,0,71.88,2
1,0,1,0,8,1,0,1,0,0,0,0,2,0,2,0,0,67.34,499.3,0,0,62.41,1
1,0,0,0,12,1,2,2,1,1,1,1,1,1,1,0,0,18.0,197.59,0,0,16.47,0
0,0,0,1,20,1,0,0,0,0,2,2,2,0,0,1,0,41.37,803.53,1,1,40.18,3
1,0,0,0,13,1,2,1,2,0,0,2,2,2,0,1,0,93.62,1230.06,0,1,94.62,4
0,1,1,1,7,1,0,2,1,1,1,1,1,1,2,1,2,22.86,185.22,0,0,26.46,0
0,0,0,0,34,1,2,1,0,0,0,0,0,2,0,1,3,70.12,2390.58,1,2,70.31,1
0,0,1,0,18,1,2,2,1,1,1,1,1,1,0,1,1,18.0,286.07,0,1,15.89,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,27.64,0.0,0,0,0.0,0
0,0,1,1,11,1,2,1,0,0,0,2,0,0,0,1,2,79.83,885.13,1,0,80.47,1
1,1,0,0,51,1,0,0,2,0,2,2,0,0,0,0,0,58.71,2990.78,0,3,58.64,3
1,0,0,0,33,1,0,1,2,2,2,2,0,2,0,1,1,91.62,2986.33,1,2,90.49,5
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,0,70.19,614.56,0,0,68.28,0
0,1,0,0,66,1,0,1,0,2,0,2,2,0,0,1,0,77.8,5113.3,0,3,77.47,3
1,0,1,0,1,1,2,1,0,0,0,2,2,2,0,1,2,86.46,115.6,1,0,115.6,3
1,0,1,0,72,1,0,1,0,0,2,2,2,2,0,1,0,83.99,6061.39,1,3,84.19,4
0,0,0,1,6,1,0,1,0,0,0,2,0,0,0,0,0,63.05,372.55,1,0,62.09,1
1,0,1,1,0,1,0,1,2,0,0,2,2,2,2,1,0,85.93,4.57,0,0,4.57,4
0,0,1,0,13,1,0,0,0,0,0,0,0,0,1,1,0,39.92,521.88,0,1,40.14,0
1,1,1,1,10,0,1,2,1,1,1,1,1,1,2,1,3,29.03,291.88,0,0,29.19,0
0,1,0,1,18,1,2,2,1,1,1,1,1,1,0,1,1,28.37,547.19,0,1,30.4,0
1,0,1,1,38,1,2,1,2,0,0,0,2,2,0,1,0,79.42,3046.14,1,2,80.16,3
0,0,1,0,44,1,0,0,0,0,0,0,0,0,2,1,0,44.5,1988.5,0,2,45.19,0
1,0,1,0,12,0,1,0,0,2,0,0,0,2,1,1,1,51.72,627.26,0,0,52.27,2
1,1,1,0,13,1,0,0,0,0,2,2,0,2,0,0,1,69.19,892.71,1,1,68.67,3
0,0,0,1,3,0,1,0,0,2,2,0,0,2,0,0,1,50.9,127.89,1,0,42.63,3
1,0,0,0,1,1,2,1,0,2,2,0,2,0,0,1,3,87.33,67.42,0,0,67.42,3
0,0,0,0,24,1,2,0,0,0,0,0,0,2,2,0,3,56.39,1373.64,0,1,57.24,1
1,0,1,0,1,1,2,0,0,0,2,2,0,0,0,0,2,52.27,26.78,0,0,26.78,2
0,0,0,0,31,1,0,1,2,2,2,0,0,0,1,0,2,85.12,2635.13,1,2,85.0,3
1,0,0,0,18,1,2,2,1,1,1,1,1,1,1,1,3,25.27,427.16,0,1,23.73,0
0,0,1,0,5,1,2,0,0,0,2,0,0,2,2,0,0,49.47,245.4,0,0,49.08,2
1,0,0,1,18,1,0,1,0,0,0,2,0,0,2,0,2,78.18,1386.01,0,1,77.0,1
0,0,0,1,4,1,2,2,1,1,1,1,1,1,0,1,1,18.0,85.28,1,0,21.32,0
1,0,0,1,13,1,0,2,1,1,1,1,1,1,1,1,3,18.0,229.12,1,1,17.62,0
0,1,0,0,38,1,0,1,0,0,2,0,2,0,2,0,3,84.25,3185.32,0,2,83.82,2
0,0,1,1,14,1,0,0,2,0,2,2,2,2,1,0,3,65.17,893.25,0,1,63.8,5
0,0,1,0,3,1,0,0,0,2,0,0,0,0,2,1,2,50.9,155.38,0,0,51.79,1
1,0,0,1,30,1,2,0,2,0,0,0,0,0,2,0,1,44.11,1324.31,0,2,44.14,1
0,0,1,0,4,1,2,1,0,2,0,2,2,0,0,1,2,86.4,334.55,1,0,83.64,3
1,0,1,0,32,1,0,1,2,2,0,0,0,2,0,1,0,76.7,2448.04,1,2,76.5,3
0,1,0,0,15,0,1,1,2,2,2,0,0,2,2,1,0,96.48,1437.34,0,1,95.82,4
1,0,0,0,14,1,0,0,0,0,0,2,2,2,0,1,0,64.07,853.4,0,1,60.96,3
0,0,1,1,45,1,2,1,2,2,0,2,2,2,0,0,3,91.99,4138.77,0,2,91.97,5
1,0,0,0,29,1,2,0,0,0,2,0,0,0,0,1,2,40.68,1148.6,1,2,39.61,1
1,1,0,1,0,1,2,1,0,0,0,0,0,2,2,0,2,73.98,0.0,0,0,0.0,1
0,0,0,0,8,1,0,1,0,2,2,0,2,0,0,1,3,83.21,672.1,1,0,84.01,3
1,0,1,0,49,1,0,1,2,2,2,2,0,2,1,1,0,92.28,4516.93,0,3,92.18,5
1,0,1,1,0,1,0,0,2,2,2,2,2,0,0,1,3,75.25,30.56,1,0,30.56,5
0,0,1,1,18,1,0,0,0,0,2,0,2,0,0,1,2,61.07,1083.31,0,1,60.18,2
1,0,1,0,31,1,2,0,2,0,0,0,0,2,0,0,2,57.14,1763.12,0,2,56.87,2
1,1,1,0,23,1,0,1,0,0,0,0,2,2,0,1,0,87.45,2014.6,1,1,87.59,2
1,0,1,0,34,1,2,0,2,2,2,0,2,0,2,0,3,50.98,1732.58,0,2,50.96,4
0,0,1,0,31,1,2,1,0,0,0,2,2,0,2,1,2,78.48,2453.83,0,2,79.16,2
1,0,0,0,28,1,2,0,2,0,0,2,2,2,1,1,0,63.24,1783.52,0,2,63.7,4
0,1,1,1,41,1,2,0,0,0,2,2,0,2,0,1,2,64.21,2660.37,1,2,64.89,3
1,0,0,0,24,1,2,1,0,0,2,0,0,2,0,0,3,78.41,1849.53,0,1,77.06,2
1,0,0,1,12,1,2,1,0,0,2,0,0,0,0,1,2,77.78,949.09,0,0,79.09,1
1,0,1,0,15,1,2,0,0,0,0,2,2,2,0,0,1,57.59,844.22,0,1,56.28,3
0,0,0,0,30,1,0,1,2,0,0,2,2,0,0,0,2,81.63,2457.79,1,2,81.93,3
1,0,0,1,50,1,0,1,0,2,0,2,0,2,1,1,3,89.01,4445.62,0,3,88.91,3
1,0,1,0,7,1,0,0,0,0,2,0,2,0,0,1,1,54.99,371.16,1,0,53.02,2
0,1,0,0,10,1,2,0,2,0,2,0,2,0,0,1,2,61.54,638.88,1,0,63.89,3
1,0,1,0,64,1,2,1,2,2,0,0,2,0,2,0,0,78.8,5009.65,0,3,78.28,3
0,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,2,23.39,504.06,0,1,25.2,0
0,0,1,1,4,1,0,0,2,2,0,2,0,0,2,1,2,54.61,231.06,0,0,57.76,3
1,0,0,0,26,1,0,1,0,2,2,0,2,0,2,1,0,93.57,2436.2,0,2,93.7,3
0,0,1,0,72,1,0,2,1,1,1,1,1,1,0,0,1,18.72,1344.87,0,3,18.68,0
1,0,0,0,41,1,0,1,2,2,0,0,0,0,0,0,3,77.93,3187.72,0,2,77.75,2
0,0,1,1,32,1,0,0,0,0,0,0,0,0,2,0,0,49.46,1592.09,0,2,49.75,0
0,0,0,0,5,1,0,1,0,0,2,0,2,0,0,0,0,79.74,370.82,0,0,74.16,2
1,0,0,0,50,1,0,0,2,0,2,0,2,2,0,1,3,68.59,3368.04,0,3,67.36,4
0,0,1,0,17,1,0,1,2,0,0,0,2,2,2,1,0,83.51,1421.38,0,1,83.61,3
0,0,0,0,52,1,0,0,2,0,2,0,0,2,0,0,2,63.57,3290.72,0,3,63.28,3
0,0,1,0,9,1,2,0,0,2,0,0,2,0,0,0,3,54.62,473.26,0,0,52.58,2
0,0,0,0,1,1,2,0,0,0,0,2,2,0,1,1,3,59.33,27.82,1,0,27.82,2
0,0,0,0,15,1,2,1,0,0,0,0,2,0,1,1,1,80.75,1235.33,0,1,82.36,1
1,0,0,0,7,1,2,2,1,1,1,1,1,1,0,0,3,18.0,162.41,1,0,23.2,0
0,0,0,0,30,1,2,1,0,0,0,2,2,0,0,1,0,81.79,2452.67,1,2,81.76,2
1,0,1,0,72,1,2,0,0,0,0,0,0,0,0,1,2,54.15,3895.69,1,3,54.11,0
0,0,1,0,28,1,0,1,0,2,0,2,2,2,0,0,2,93.09,2614.98,1,2,93.39,4
