customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3408-KMBKH,Female,0,No,Yes,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,63.14,25.1,No
8202-EIIQB,Male,0,No,Yes,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,50.69,1452.3,No
2529-XFZQC,Male,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,508.04,No
4989-AWFVJ,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,85.12,209.85,Yes
2867-QAGKP,Female,1,No,No,20,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.09,954.72,Yes
3416-YZNNF,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),84.17,1698.76,Yes
8201-LVPVR,Male,0,No,Yes,27,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.14,2135.51,No
1741-NUNGY,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.02,119.55,Yes
6068-HSMEN,Male,0,Yes,No,23,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),43.52,969.05,No
7034-GAQKJ,Male,0,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.16,148.1,No
6834-UUWOI,Male,0,No,No,16,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),50.9,826.84,No
6926-GKIXA,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,714.84,No
2613-ERZJS,Female,0,No,No,29,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,60.84,1764.18,No
1113-ZODAV,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,99.29,283.95,Yes
6833-ZLXGA,Male,0,Yes,No,21,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.61,1183.34,No
2273-LENQI,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),82.71,5942.76,No
3537-XUJZD,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.13,67.67,No
9398-OYLQJ,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.08,4091.7,No
8947-CJUTQ,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.02,2096.57,No
2430-XPCGP,Female,0,No,No,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.39,1408.07,Yes
1194-ZOBWL,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.45,154.89,No
4125-FGOYU,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),91.43,724.27,No
9945-VOSYG,Male,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),51.34,2909.6,No
9659-PNZUF,Male,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.25,240.64,No
1003-VWKYA,Male,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),77.83,77.81,Yes
5810-VUCCS,Female,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,73.45,1630.65,No
3693-FTLIY,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,77.62,210.04,Yes
3700-EGUTS,Female,0,No,No,38,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),74.81,2846.6,No
8512-BHDMX,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,413.73,No
4185-WCKEP,Male,0,Yes,Yes,49,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,82.09,3997.89,No
5243-BHXNJ,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.97,731.37,No
4862-FHWNY,Female,1,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,72.46,No
3935-VVZKN,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),76.56,834.42,No
5241-HVRKK,Male,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,50.14,1766.52,No
5769-BRLCV,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.67,341.71,No
8444-SWDBN,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.1,7066.68,No
5825-QTPXR,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.73,1000.86,No
1287-YMMZC,Female,0,No,No,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),64.67,0.0,Yes
4762-KWNCT,Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.15,991.56,No
5489-TWIVZ,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.86,44.15,Yes
5746-XWPKT,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,45.61,Yes
8499-EZJBP,Male,0,Yes,Yes,31,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,50.11,1530.43,No
5177-FDMXP,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,67.01,3212.38,No
5489-XFMLC,Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,54.18,962.53,No
5561-WVPOY,Male,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.69,376.66,Yes
3176-SFOEM,Male,0,No,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.01,592.28,No
9014-NIIFI,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,196.88,Yes
8981-EBFYL,Male,1,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.02,859.77,Yes
5736-CWSYF,Female,1,Yes,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.14,284.91,Yes
3305-WWWMR,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.95,457.63,No
9469-DBQCO,Male,1,No,No,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,77.55,4262.55,Yes
5618-VUIUB,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.2,204.92,No
5086-FELMK,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.16,83.86,No
9405-EEYFI,Female,0,No,No,43,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.82,3294.25,Yes
6442-WXZQO,Female,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,65.55,2092.83,No
8362-WSHEF,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,1154.29,No
4529-IMJGO,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.75,187.86,No
5926-UTQAP,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.74,241.28,No
6728-MCDTN,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.04,413.65,Yes
6931-DUENS,Male,0,No,No,22,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.64,1284.3,No
4290-DLAFX,Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.51,1224.1,No
5176-CEGIJ,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.1,1676.07,No
9207-HRYRN,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.9,272.09,No
1809-VTZXT,Female,1,No,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.55,876.0,No
9305-TWRQB,Female,1,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.36,482.01,No
6165-BFSPG,Female,0,No,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),61.09,793.39,No
6722-DZRJB,Female,1,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.12,488.93,No
4642-RDHZK,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.79,1095.08,Yes
5939-CFDRM,Male,1,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.21,782.1,Yes
3315-OKKYK,Female,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.02,148.72,No
2772-OUWOQ,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,70.15,853.17,No
7720-FGNAT,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.03,0.0,Yes
2701-RIZBZ,Female,0,No,No,26,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),42.95,1101.59,No
4984-VKSMP,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,76.31,3337.24,No
9475-IHNRI,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.07,927.49,No
6712-OSJZD,Female,0,No,Yes,1,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.93,75.0,No
4218-VLXEA,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.05,5611.9,No
6523-MZGCL,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),87.09,613.89,Yes
4223-TSVZO,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.76,71.57,No
3835-WWSRT,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.69,911.51,No
3781-SYJWL,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,584.17,No
6075-DTILZ,Male,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),87.38,700.88,No
9722-SGSOJ,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.7,520.38,No
6667-XEDUI,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),79.24,928.81,No
9146-ISXNF,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),75.52,188.12,No
3254-UKLOV,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,82.17,764.65,Yes
1243-YXZEF,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),88.58,2648.42,Yes
7206-YLTBF,Female,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.32,561.78,No
5920-VGKEI,Female,0,No,Yes,3,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.1,218.69,No
7298-HIANL,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),39.29,194.24,No
3834-MNWDQ,Male,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,371.76,No
5701-SELGA,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),76.45,3074.02,No
8614-VUYXW,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,57.26,562.42,No
3979-ISOSZ,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),82.54,1720.29,No
2139-GYWEW,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,82.46,337.28,No
2840-DMCRH,Female,1,No,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,81.69,640.99,Yes
9240-EAGKS,Female,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.31,14.99,Yes
3795-WLZAK,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.06,3318.53,No
5492-JWLOO,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.35,1032.16,No
6911-QZPCP,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,727.18,No
2878-CGHTR,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,512.84,No
3012-EZMIM,Female,0,No,No,42,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.47,2633.1,No
4884-BUJGN,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,89.77,746.5,No
2955-POHGN,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),76.09,312.56,Yes
7316-ZKFAW,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.5,1617.62,No
9383-CGFJO,Female,0,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.05,717.71,No
1011-WEJBI,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.65,3588.81,No
7112-JFZZH,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.5,0.0,No
7934-FQZSP,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,75.9,745.72,No
1216-YSHSN,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.98,991.99,No
4003-VSKVT,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.17,3.97,No
2516-KKOFI,Female,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,361.1,No
7204-CVSJJ,Female,1,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.12,279.14,Yes
4359-UFNYE,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.6,0.0,Yes
9067-MCMGL,Female,1,No,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.11,308.45,Yes
4926-ZCRQZ,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.65,551.35,Yes
7613-NKUGS,Male,1,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.06,95.86,No
8235-KKACR,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,443.33,No
6334-BPWCF,Male,1,Yes,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),63.81,368.54,No
4214-RINHA,Female,1,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),63.9,450.05,No
5505-QKZDH,Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,68.59,3686.27,No
6974-NGKSB,Male,1,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,84.94,1294.59,No
9371-WZQKS,Male,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.14,564.4,Yes
6887-YRTRW,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.66,533.52,No
4872-UMYIT,Female,0,No,No,57,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),51.18,2897.78,No
1142-DKDJK,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),90.3,0.0,Yes
7811-GQXPV,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.56,819.53,Yes
4951-NWYWS,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,388.42,No
1443-JDHDJ,Male,1,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),85.99,800.06,No
7005-QMPNF,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.08,3089.02,Yes
7816-QKSZZ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.29,5404.23,No
6187-BFZOE,Male,1,Yes,Yes,68,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.19,4016.56,No
9038-TPODD,Male,1,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.32,154.89,No
8706-DBSHN,Female,1,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.84,135.86,No
6935-ZUJUU,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.95,1887.03,No
2048-QRXHK,Male,1,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.98,620.0,No
3330-DSQBC,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.47,331.27,No
2747-PEBXG,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),86.39,2550.44,Yes
1747-XRHOZ,Female,0,Yes,No,8,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.31,490.62,Yes
3704-ZLKLY,Female,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.24,156.63,No
4689-CGETF,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.47,4388.14,No
1900-YIXMN,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,52.31,211.83,Yes
